schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Universal Marginalizer for Amortised Inference and Embedding of Generative Models,"Robert Walecki, Albert Buchard, Kostis Gourgoulias, Chris Hart, Maria Lomeli, A. K. W. Navarro, Max Zwiessele, Yura Perov, Saurabh Johri",http://arxiv.org/abs/1811.04727v1,,,2018-11-12T13:55:15,2026-09-10T19:42:35.761383
1.0,RESEARCH_PAPER,Emergence of Addictive Behaviors in Reinforcement Learning Agents,"Vahid Behzadan, Roman V. Yampolskiy, Arslan Munir",http://arxiv.org/abs/1811.05590v1,,,2018-11-14T01:30:00,2026-09-10T19:42:35.761458
1.0,RESEARCH_PAPER,An Introduction to Fuzzy & Annotated Semantic Web Languages,Umberto Straccia,http://arxiv.org/abs/1811.05724v1,,,2018-11-14T11:02:55,2026-09-10T19:42:35.761530
1.0,RESEARCH_PAPER,Argumentation for Explainable Scheduling (Full Paper with Proofs),"Kristijonas Čyras, Dimitrios Letsios, Ruth Misener, Francesca Toni",http://arxiv.org/abs/1811.05437v2,,,2018-11-13T18:04:26,2026-09-10T19:42:35.761840
1.0,RESEARCH_PAPER,ProstateGAN: Mitigating Data Bias via Prostate Diffusion Imaging Synthesis with Generative Adversarial Networks,"Xiaodan Hu, Audrey G. Chung, Paul Fieguth, Farzad Khalvati, Masoom A. Haider, Alexander Wong",http://arxiv.org/abs/1811.05817v2,,,2018-11-14T14:44:42,2026-09-10T19:42:35.761948
1.0,RESEARCH_PAPER,Finding All Bayesian Network Structures within a Factor of Optimal,"Zhenyu A. Liao, Charupriya Sharma, James Cussens, Peter van Beek",http://arxiv.org/abs/1811.05039v1,,,2018-11-12T23:19:51,2026-09-10T19:42:35.762054
1.0,RESEARCH_PAPER,Deep Neural Network Augmentation: Generating Faces for Affect Analysis,"Dimitrios Kollias, Shiyang Cheng, Evangelos Ververas, Irene Kotsia, Stefanos Zafeiriou",http://arxiv.org/abs/1811.05027v2,,,2018-11-12T22:42:40,2026-09-10T19:42:35.762132
1.0,RESEARCH_PAPER,Anomaly Detection using Autoencoders in High Performance Computing Systems,"Andrea Borghesi, Andrea Bartolini, Michele Lombardi, Michela Milano, Luca Benini",http://arxiv.org/abs/1811.05269v1,,,2018-11-13T13:08:47,2026-09-10T19:42:35.762205
1.0,RESEARCH_PAPER,Benchmarking datasets for Anomaly-based Network Intrusion Detection: KDD CUP 99 alternatives,"Abhishek Divekar, Meet Parekh, Vaibhav Savla, Rudra Mishra, Mahesh Shirole",http://arxiv.org/abs/1811.05372v1,,,2018-11-13T15:49:54,2026-09-10T19:42:35.762275
1.0,RESEARCH_PAPER,Reimplementation and Reinterpretation of the Copycat Project,Hongyi Huang,http://arxiv.org/abs/1811.04747v1,,,2018-10-26T00:55:45,2026-09-10T19:42:35.762315
1.0,RESEARCH_PAPER,OWA aggregation of multi-criteria with mixed uncertain fuzzy satisfactions,"Yunjuan Wang, Yong Deng",http://arxiv.org/abs/1901.09784v1,,,2019-01-24T01:20:27,2026-09-10T19:42:35.762343
1.0,RESEARCH_PAPER,Practical Algorithms for Multi-Stage Voting Rules with Parallel Universes Tiebreaking,"Jun Wang, Sujoy Sikdar, Tyler Shepherd, Zhibing Zhao, Chunheng Jiang, Lirong Xia",http://arxiv.org/abs/1901.09791v1,,,2019-01-16T21:41:39,2026-09-10T19:42:35.762370
1.0,RESEARCH_PAPER,Investigating Recurrent Neural Network Memory Structures using Neuro-Evolution,"Alexander Ororbia, Ahmed Ahmed Elsaid, Travis Desell",http://arxiv.org/abs/1902.02390v2,,,2019-02-06T20:33:12,2026-09-10T19:42:35.762399
1.0,RESEARCH_PAPER,Identity Crisis: Memorization and Generalization under Extreme Overparameterization,"Chiyuan Zhang, Samy Bengio, Moritz Hardt, Michael C. Mozer, Yoram Singer",http://arxiv.org/abs/1902.04698v4,,,2019-02-13T01:45:30,2026-09-10T19:42:35.762425
1.0,RESEARCH_PAPER,NAIL: A General Interactive Fiction Agent,"Matthew Hausknecht, Ricky Loynd, Greg Yang, Adith Swaminathan, Jason D. Williams",http://arxiv.org/abs/1902.04259v2,,,2019-02-12T06:58:31,2026-09-10T19:42:35.762452
1.0,RESEARCH_PAPER,Towards Self-Supervised High Level Sensor Fusion,"Qadeer Khan, Torsten Schön, Patrick Wenzel",http://arxiv.org/abs/1902.04272v1,,,2019-02-12T07:53:55,2026-09-10T19:42:35.762478
1.0,RESEARCH_PAPER,Evaluating Older Users' Experiences with Commercial Dialogue Systems: Implications for Future Design and Development,"Libby Ferland, Thomas Huffstutler, Jacob Rice, Joan Zheng, Shi Ni, Maria Gini",http://arxiv.org/abs/1902.04393v1,,,2019-01-30T00:21:30,2026-09-10T19:42:35.762505
1.0,RESEARCH_PAPER,Estimating the Circuit Deobfuscating Runtime based on Graph Deep Learning,"Zhiqian Chen, Gaurav Kolhe, Setareh Rafatirad, Sai Manoj P. D., Houman Homayoun, Liang Zhao, Chang-Tien Lu",http://arxiv.org/abs/1902.05357v2,,,2019-02-14T13:57:11,2026-09-10T19:42:35.762532
1.0,RESEARCH_PAPER,Optimization problems with low SWaP tactical Computing,"Mee Seong Im, Venkat R. Dasari, Lubjana Beshaj, Dale Shires",http://arxiv.org/abs/1902.05070v1,,,2019-02-13T11:17:43,2026-09-10T19:42:35.762558
1.0,RESEARCH_PAPER,Building an Affordances Map with Interactive Perception,"Leni K. Le Goff, Oussama Yaakoubi, Alexandre Coninx, Stephane Doncieux",http://arxiv.org/abs/1903.04413v1,,,2019-03-11T16:24:04,2026-09-10T19:42:35.762585
1.0,RESEARCH_PAPER,A study of problems with multiple interdependent components - Part I,Mohamed El Yafrani,http://arxiv.org/abs/1903.03557v2,,,2019-03-01T19:45:39,2026-09-10T19:42:35.762611
1.0,RESEARCH_PAPER,Towards Time-Aware Distant Supervision for Relation Extraction,"Tianwen Jiang, Sendong Zhao, Jing Liu, Jin-Ge Yao, Ming Liu, Bing Qin, Ting Liu, Chin-Yew Lin",http://arxiv.org/abs/1903.03289v1,,,2019-03-08T05:10:00,2026-09-10T19:42:35.762637
1.0,RESEARCH_PAPER,Let's Play Mahjong!,"Sanjiang Li, Xueqing Yan",http://arxiv.org/abs/1903.03294v1,,,2019-03-08T05:43:21,2026-09-10T19:42:35.762666
1.0,RESEARCH_PAPER,"Heuristics, Answer Set Programming and Markov Decision Process for Solving a Set of Spatial Puzzles","Thiago Freitas dos Santos, Paulo E. Santos, Leonardo A. Ferreira, Reinaldo A. C. Bianchi, Pedro Cabalar",http://arxiv.org/abs/1903.03411v1,,,2019-02-16T01:18:29,2026-09-10T19:42:35.762702
1.0,RESEARCH_PAPER,Hybrid Reinforcement Learning with Expert State Sequences,"Xiaoxiao Guo, Shiyu Chang, Mo Yu, Gerald Tesauro, Murray Campbell",http://arxiv.org/abs/1903.04110v1,,,2019-03-11T03:28:13,2026-09-10T19:42:35.762729
1.0,RESEARCH_PAPER,Learning to Infer Program Sketches,"Maxwell Nye, Luke Hewitt, Joshua Tenenbaum, Armando Solar-Lezama",http://arxiv.org/abs/1902.06349v2,,,2019-02-17T23:21:34,2026-09-10T19:42:35.762755
1.0,RESEARCH_PAPER,SCEF: A Support-Confidence-aware Embedding Framework for Knowledge Graph Refinement,"Yu Zhao, Ji Liu",http://arxiv.org/abs/1902.06377v2,,,2019-02-18T02:00:23,2026-09-10T19:42:35.762781
1.0,RESEARCH_PAPER,Message-Dropout: An Efficient Training Method for Multi-Agent Deep Reinforcement Learning,"Woojun Kim, Myungsik Cho, Youngchul Sung",http://arxiv.org/abs/1902.06527v1,,,2019-02-18T11:40:29,2026-09-10T19:42:35.762806
1.0,RESEARCH_PAPER,Limited Lookahead in Imperfect-Information Games,"Christian Kroer, Tuomas Sandholm",http://arxiv.org/abs/1902.06335v2,,,2019-02-17T21:50:05,2026-09-10T19:42:35.762832
1.0,RESEARCH_PAPER,Integrating Artificial and Human Intelligence for Efficient Translation,"Nico Herbig, Santanu Pal, Josef van Genabith, Antonio Krüger",http://arxiv.org/abs/1903.02978v1,,,2019-03-07T15:14:42,2026-09-10T19:42:35.762858
1.0,RESEARCH_PAPER,Dealing with Qualitative and Quantitative Features in Legal Domains,"Maximiliano C. D. Budán, María Laura Cobo, Diego I. Martínez, Antonino Rotolo",http://arxiv.org/abs/1903.01966v1,,,2019-03-05T18:18:41,2026-09-10T19:42:35.762883
1.0,RESEARCH_PAPER,Learning a Lattice Planner Control Set for Autonomous Vehicles,"Ryan De Iaco, Stephen L. Smith, Krzysztof Czarnecki",http://arxiv.org/abs/1903.02044v2,,,2019-03-05T20:36:03,2026-09-10T19:42:35.762911
1.0,RESEARCH_PAPER,Size of Interventional Markov Equivalence Classes in Random DAG Models,"Dmitriy Katz, Karthikeyan Shanmugam, Chandler Squires, Caroline Uhler",http://arxiv.org/abs/1903.02054v1,,,2019-03-05T21:09:37,2026-09-10T19:42:35.762937
1.0,RESEARCH_PAPER,Deep Random Splines for Point Process Intensity Estimation of Neural Population Data,"Gabriel Loaiza-Ganem, Sean M. Perkins, Karen E. Schroeder, Mark M. Churchland, John P. Cunningham",http://arxiv.org/abs/1903.02610v6,,,2019-03-06T21:01:03,2026-09-10T19:42:35.762963
1.0,RESEARCH_PAPER,CLEVR-Dialog: A Diagnostic Dataset for Multi-Round Reasoning in Visual Dialog,"Satwik Kottur, José M. F. Moura, Devi Parikh, Dhruv Batra, Marcus Rohrbach",http://arxiv.org/abs/1903.03166v2,,,2019-03-07T20:18:39,2026-09-10T19:42:35.762989
1.0,RESEARCH_PAPER,MinAtar: An Atari-Inspired Testbed for Thorough and Reproducible Reinforcement Learning Experiments,"Kenny Young, Tian Tian",http://arxiv.org/abs/1903.03176v2,,,2019-03-07T20:34:36,2026-09-10T19:42:35.763014
1.0,RESEARCH_PAPER,Learning Hierarchical Teaching Policies for Cooperative Agents,"Dong-Ki Kim, Miao Liu, Shayegan Omidshafiei, Sebastian Lopez-Cot, Matthew Riemer, Golnaz Habibi, Gerald Tesauro, Sami Mourad, Murray Campbell, Jonathan P. How",http://arxiv.org/abs/1903.03216v6,,,2019-03-07T23:12:30,2026-09-10T19:42:35.763041
1.0,RESEARCH_PAPER,Pixel-Attentive Policy Gradient for Multi-Fingered Grasping in Cluttered Scenes,"Bohan Wu, Iretiayo Akinola, Peter K. Allen",http://arxiv.org/abs/1903.03227v4,,,2019-03-08T00:26:57,2026-09-10T19:42:35.763067
1.0,RESEARCH_PAPER,Persona-Aware Tips Generation,"Piji Li, Zihao Wang, Lidong Bing, Wai Lam",http://arxiv.org/abs/1903.02156v2,,,2019-03-06T03:36:29,2026-09-10T19:42:35.763092
1.0,RESEARCH_PAPER,"Synthesizing Chemical Plant Operation Procedures using Knowledge, Dynamic Simulation and Deep Reinforcement Learning","Shumpei Kubosawa, Takashi Onishi, Yoshimasa Tsuruoka",http://arxiv.org/abs/1903.02183v1,,,2019-03-06T05:44:15,2026-09-10T19:42:35.763118
1.0,RESEARCH_PAPER,Latent Space Reinforcement Learning for Steering Angle Prediction,"Qadeer Khan, Torsten Schön, Patrick Wenzel",http://arxiv.org/abs/1902.03765v1,,,2019-02-11T08:14:34,2026-09-10T19:42:35.763144
1.0,RESEARCH_PAPER,"Ask Not What AI Can Do, But What AI Should Do: Towards a Framework of Task Delegability","Brian Lubars, Chenhao Tan",http://arxiv.org/abs/1902.03245v2,,,2019-02-08T19:00:02,2026-09-10T19:42:35.763170
1.0,RESEARCH_PAPER,Measuring Patient Similarities via a Deep Architecture with Medical Concept Embedding,"Zihao Zhu, Changchang Yin, Buyue Qian, Yu Cheng, Jishang Wei, Fei Wang",http://arxiv.org/abs/1902.03376v1,,,2019-02-09T05:36:18,2026-09-10T19:42:35.763195
1.0,RESEARCH_PAPER,The Long and the Short of It: Summarising Event Sequences with Serial Episodes,"Nikolaj Tatti, Jilles Vreeken",http://arxiv.org/abs/1902.02834v1,,,2019-02-07T20:25:50,2026-09-10T19:42:35.763221
1.0,RESEARCH_PAPER,Modeling Heterogeneity in Mode-Switching Behavior Under a Mobility-on-Demand Transit System: An Interpretable Machine Learning Approach,"Xilei Zhao, Xiang Yan, Pascal Van Hentenryck",http://arxiv.org/abs/1902.02904v1,,,2019-02-08T01:15:09,2026-09-10T19:42:35.763247
1.0,RESEARCH_PAPER,Mobile Artificial Intelligence Technology for Detecting Macula Edema and Subretinal Fluid on OCT Scans: Initial Results from the DATUM alpha Study,"Stephen G. Odaibo, Mikelson MomPremier, Richard Y. Hwang, Salman J. Yousuf, Steven L. Williams, Joshua Grant",http://arxiv.org/abs/1902.02905v2,,,2019-02-08T01:15:23,2026-09-10T19:42:35.763274
1.0,RESEARCH_PAPER,Towards a Characterization of Explainable Systems,"Dimitri Bohlender, Maximilian A. Köhl",http://arxiv.org/abs/1902.03096v1,,,2019-01-31T01:00:11,2026-09-10T19:42:35.763299
1.0,RESEARCH_PAPER,Bounded Fuzzy Possibilistic Method,Hossein Yazdani,http://arxiv.org/abs/1902.03127v1,,,2019-02-08T14:53:59,2026-09-10T19:42:35.763324
1.0,RESEARCH_PAPER,3D Hand Shape and Pose from Images in the Wild,"Adnane Boukhayma, Rodrigo de Bem, Philip H. S. Torr",http://arxiv.org/abs/1902.03451v1,,,2019-02-09T17:30:16,2026-09-10T19:42:35.763349
1.0,RESEARCH_PAPER,Simulating extrapolated dynamics with parameterization networks,James P. L. Tan,http://arxiv.org/abs/1902.03440v1,,,2019-02-09T16:37:34,2026-09-10T19:42:35.763381
1.0,RESEARCH_PAPER,Private Center Points and Learning of Halfspaces,"Amos Beimel, Shay Moran, Kobbi Nissim, Uri Stemmer",http://arxiv.org/abs/1902.10731v1,,,2019-02-27T19:06:12,2026-09-10T19:42:35.763430
1.0,RESEARCH_PAPER,Learning Task Knowledge and its Scope of Applicability in Experience-Based Planning Domains,"Vahid Mokhtari, Luis Seabra Lopes, Armando Pinho, Roman Manevich",http://arxiv.org/abs/1902.10770v2,,,2019-02-27T20:32:29,2026-09-10T19:42:35.763489
1.0,RESEARCH_PAPER,"Technical report of ""Empirical Study on Human Evaluation of Complex Argumentation Frameworks""","Marcos Cramer, Mathieu Guillaume",http://arxiv.org/abs/1902.10552v1,,,2019-02-27T14:29:34,2026-09-10T19:42:35.763548
1.0,RESEARCH_PAPER,Unifying Ensemble Methods for Q-learning via Social Choice Theory,"Rishav Chourasia, Adish Singla",http://arxiv.org/abs/1902.10646v2,,,2019-02-27T17:27:30,2026-09-10T19:42:35.763607
1.0,RESEARCH_PAPER,Bridging the Gap: Attending to Discontinuity in Identification of Multiword Expressions,"Omid Rohanian, Shiva Taslimipoor, Samaneh Kouchaki, Le An Ha, Ruslan Mitkov",http://arxiv.org/abs/1902.10667v2,,,2019-02-27T18:01:53,2026-09-10T19:42:35.763667
1.0,RESEARCH_PAPER,Learning to See the Wood for the Trees: Deep Laser Localization in Urban and Natural Environments on a CPU,"Georgi Tinchev, Adrian Penate-Sanchez, Maurice Fallon",http://arxiv.org/abs/1902.10194v1,,,2019-02-26T20:13:14,2026-09-10T19:42:35.763726
1.0,RESEARCH_PAPER,Constraint Satisfaction Propagation: Non-stationary Policy Synthesis for Temporal Logic Planning,"Thomas J. Ringstrom, Paul R. Schrater",http://arxiv.org/abs/1901.10405v3,,,2019-01-29T17:19:06,2026-09-10T19:42:35.763787
1.0,RESEARCH_PAPER,Decoder-tailored Polar Code Design Using the Genetic Algorithm,"Ahmed Elkelesh, Moustafa Ebada, Sebastian Cammerer, Stephan ten Brink",http://arxiv.org/abs/1901.10464v1,,,2019-01-28T22:10:40,2026-09-10T19:42:35.763846
1.0,RESEARCH_PAPER,The Efficacy of SHIELD under Different Threat Models,"Cory Cornelius, Nilaksh Das, Shang-Tse Chen, Li Chen, Michael E. Kounavis, Duen Horng Chau",http://arxiv.org/abs/1902.00541v2,,,2019-02-01T20:10:12,2026-09-10T19:42:35.763924
1.0,RESEARCH_PAPER,Progressive Explanation Generation for Human-robot Teaming,"Yu Zhang, Mehrdad Zakershahrak",http://arxiv.org/abs/1902.00604v1,,,2019-02-02T01:02:59,2026-09-10T19:42:35.763983
1.0,RESEARCH_PAPER,Online Meta-Learning,"Chelsea Finn, Aravind Rajeswaran, Sham Kakade, Sergey Levine",http://arxiv.org/abs/1902.08438v4,,,2019-02-22T11:20:42,2026-09-10T19:42:35.764071
1.0,RESEARCH_PAPER,Generalized Intersection over Union: A Metric and A Loss for Bounding Box Regression,"Hamid Rezatofighi, Nathan Tsoi, JunYoung Gwak, Amir Sadeghian, Ian Reid, Silvio Savarese",http://arxiv.org/abs/1902.09630v2,,,2019-02-25T21:47:33,2026-09-10T19:42:35.764136
1.0,RESEARCH_PAPER,Beyond the Self: Using Grounded Affordances to Interpret and Describe Others' Actions,"Giovanni Saponaro, Lorenzo Jamone, Alexandre Bernardino, Giampiero Salvi",http://arxiv.org/abs/1902.09705v1,,,2019-02-26T02:14:10,2026-09-10T19:42:35.764197
1.0,RESEARCH_PAPER,Community-based 3-SAT Formulas with a Predefined Solution,"Yamin Hu, Wenjian Luo, Junteng Wang",http://arxiv.org/abs/1902.09706v1,,,2019-02-26T02:16:30,2026-09-10T19:42:35.764257
1.0,RESEARCH_PAPER,Can Meta-Interpretive Learning outperform Deep Reinforcement Learning of Evaluable Game strategies?,"Céline Hocquette, Stephen H. Muggleton",http://arxiv.org/abs/1902.09835v1,,,2019-02-26T10:04:19,2026-09-10T19:42:35.764320
1.0,RESEARCH_PAPER,Transfer Learning for Sequences via Learning to Collocate,"Wanyun Cui, Guangyu Zheng, Zhiqiang Shen, Sihang Jiang, Wei Wang",http://arxiv.org/abs/1902.09092v1,,,2019-02-25T05:04:11,2026-09-10T19:42:35.764376
1.0,RESEARCH_PAPER,Saliency Learning: Teaching the Model Where to Pay Attention,"Reza Ghaeini, Xiaoli Z. Fern, Hamed Shahbazi, Prasad Tadepalli",http://arxiv.org/abs/1902.08649v3,,,2019-02-22T19:38:36,2026-09-10T19:42:35.764432
1.0,RESEARCH_PAPER,A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks,"Hadi Salman, Greg Yang, Huan Zhang, Cho-Jui Hsieh, Pengchuan Zhang",http://arxiv.org/abs/1902.08722v5,,,2019-02-23T03:01:51,2026-09-10T19:42:35.764487
1.0,RESEARCH_PAPER,"Liability, Ethics, and Culture-Aware Behavior Specification using Rulebooks","Andrea Censi, Konstantin Slutsky, Tichakorn Wongpiromsarn, Dmitry Yershov, Scott Pendleton, James Fu, Emilio Frazzoli",http://arxiv.org/abs/1902.09355v2,,,2019-02-25T15:17:15,2026-09-10T19:42:35.764542
1.0,RESEARCH_PAPER,Real-Time Steganalysis for Stream Media Based on Multi-channel Convolutional Sliding Windows,"Zhongliang Yang, Hao Yang, Yuting Hu, Yongfeng Huang, Yu-Jin Zhang",http://arxiv.org/abs/1902.01286v1,,,2019-02-04T16:23:56,2026-09-10T19:42:35.764596
1.0,RESEARCH_PAPER,"Obstacle Tower: A Generalization Challenge in Vision, Control, and Planning","Arthur Juliani, Ahmed Khalifa, Vincent-Pierre Berges, Jonathan Harper, Ervin Teng, Hunter Henry, Adam Crespi, Julian Togelius, Danny Lange",http://arxiv.org/abs/1902.01378v2,,,2019-02-04T18:45:46,2026-09-10T19:42:35.764652
1.0,RESEARCH_PAPER,Text line Segmentation in Compressed Representation of Handwritten Document using Tunneling Algorithm,"Amarnath R, P Nagabhushan",http://arxiv.org/abs/1901.11477v1,,,2019-01-03T05:19:38,2026-09-10T19:42:35.764707
1.0,RESEARCH_PAPER,"How to ""DODGE"" Complex Software Analytics?","Amritanshu Agrawal, Wei Fu, Di Chen, Xipeng Shen, Tim Menzies",http://arxiv.org/abs/1902.01838v2,,,2019-02-05T18:16:56,2026-09-10T19:42:35.764767
1.0,RESEARCH_PAPER,Latent Space Cartography: Generalised Metric-Inspired Measures and Measure-Based Transformations for Generative Models,"Max F. Frenzel, Bogdan Teleaga, Asahi Ushio",http://arxiv.org/abs/1902.02113v1,,,2019-02-06T11:15:08,2026-09-10T19:42:35.764824
1.0,RESEARCH_PAPER,The Regretful Agent: Heuristic-Aided Navigation through Progress Estimation,"Chih-Yao Ma, Zuxuan Wu, Ghassan AlRegib, Caiming Xiong, Zsolt Kira",http://arxiv.org/abs/1903.01602v1,,,2019-03-05T00:17:12,2026-09-10T19:42:35.764880
1.0,RESEARCH_PAPER,A Strongly Asymptotically Optimal Agent in General Environments,"Michael K. Cohen, Elliot Catt, Marcus Hutter",http://arxiv.org/abs/1903.01021v2,,,2019-03-04T00:02:58,2026-09-10T19:42:35.764935
1.0,RESEARCH_PAPER,Lexicographically Ordered Multi-Objective Clustering,"Sainyam Galhotra, Sandhya Saisubramanian, Shlomo Zilberstein",http://arxiv.org/abs/1903.00750v1,,,2019-03-02T19:32:00,2026-09-10T19:42:35.764990
1.0,RESEARCH_PAPER,Label Efficient Semi-Supervised Learning via Graph Filtering,"Qimai Li, Xiao-Ming Wu, Han Liu, Xiaotong Zhang, Zhichao Guan",http://arxiv.org/abs/1901.09993v3,,,2019-01-28T20:45:27,2026-09-10T19:42:35.765045
1.0,RESEARCH_PAPER,Knowledge Refinement via Rule Selection,"Phokion G. Kolaitis, Lucian Popa, Kun Qian",http://arxiv.org/abs/1901.10051v1,,,2019-01-29T00:37:24,2026-09-10T19:42:35.765083
1.0,RESEARCH_PAPER,The informal semantics of Answer Set Programming: A Tarskian perspective,"Marc Denecker, Yuliya Lierler, Miroslaw truszczynski, Joost Vennekens",http://arxiv.org/abs/1901.09125v1,,,2019-01-26T00:24:22,2026-09-10T19:42:35.765110
1.0,RESEARCH_PAPER,Imitation Learning from Imperfect Demonstration,"Yueh-Hua Wu, Nontawat Charoenphakdee, Han Bao, Voot Tangkaratt, Masashi Sugiyama",http://arxiv.org/abs/1901.09387v3,,,2019-01-27T14:42:53,2026-09-10T19:42:35.765137
1.0,RESEARCH_PAPER,Combinational Q-Learning for Dou Di Zhu,"Yang You, Liangwei Li, Baisong Guo, Weiming Wang, Cewu Lu",http://arxiv.org/abs/1901.08925v2,,,2019-01-24T08:28:04,2026-09-10T19:42:35.765166
1.0,RESEARCH_PAPER,Deep Archetypal Analysis,"Sebastian Mathias Keller, Maxim Samarin, Mario Wieser, Volker Roth",http://arxiv.org/abs/1901.10799v2,,,2019-01-30T13:04:53,2026-09-10T19:42:35.765193
1.0,RESEARCH_PAPER,Stable and Fair Classification,"Lingxiao Huang, Nisheeth K. Vishnoi",http://arxiv.org/abs/1902.07823v4,,,2019-02-21T00:56:14,2026-09-10T19:42:35.765219
1.0,RESEARCH_PAPER,LOSSGRAD: automatic learning rate in gradient descent,"Bartosz Wójcik, Łukasz Maziarka, Jacek Tabor",http://arxiv.org/abs/1902.07656v1,,,2019-02-20T17:11:17,2026-09-10T19:42:35.765245
1.0,RESEARCH_PAPER,Learning to Generalize from Sparse and Underspecified Rewards,"Rishabh Agarwal, Chen Liang, Dale Schuurmans, Mohammad Norouzi",http://arxiv.org/abs/1902.07198v4,,,2019-02-19T18:51:10,2026-09-10T19:42:35.765271
1.0,RESEARCH_PAPER,Computing Approximate Equilibria in Sequential Adversarial Games by Exploitability Descent,"Edward Lockhart, Marc Lanctot, Julien Pérolat, Jean-Baptiste Lespiau, Dustin Morrill, Finbarr Timbers, Karl Tuyls",http://arxiv.org/abs/1903.05614v4,,,2019-03-13T17:27:04,2026-09-10T19:42:35.765298
1.0,RESEARCH_PAPER,Simulating Emergent Properties of Human Driving Behavior Using Multi-Agent Reward Augmented Imitation Learning,"Raunak P. Bhattacharyya, Derek J. Phillips, Changliu Liu, Jayesh K. Gupta, Katherine Driggs-Campbell, Mykel J. Kochenderfer",http://arxiv.org/abs/1903.05766v1,,,2019-03-14T00:02:03,2026-09-10T19:42:35.765325
1.0,RESEARCH_PAPER,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch","Nikita Tomin, Victor Kurbatsky, Michael Negnevitsky",http://arxiv.org/abs/1805.05408v1,,,2018-05-07T07:21:42,2026-09-10T19:42:35.765352
1.0,RESEARCH_PAPER,Graph Signal Sampling via Reinforcement Learning,"Oleksii Abramenko, Alexander Jung",http://arxiv.org/abs/1805.05827v1,,,2018-05-15T14:46:45,2026-09-10T19:42:35.765379
1.0,RESEARCH_PAPER,Causal Reasoning for Algorithmic Fairness,"Joshua R. Loftus, Chris Russell, Matt J. Kusner, Ricardo Silva",http://arxiv.org/abs/1805.05859v1,,,2018-05-15T15:42:35,2026-09-10T19:42:35.765411
1.0,RESEARCH_PAPER,Metatrace Actor-Critic: Online Step-size Tuning by Meta-gradient Descent for Reinforcement Learning Control,"Kenny Young, Baoxiang Wang, Matthew E. Taylor",http://arxiv.org/abs/1805.04514v2,,,2018-05-10T20:00:50,2026-09-10T19:42:35.765439
1.0,RESEARCH_PAPER,Examining a hate speech corpus for hate speech detection and popularity prediction,"Filip Klubička, Raquel Fernández",http://arxiv.org/abs/1805.04661v1,,,2018-05-12T06:00:47,2026-09-10T19:42:35.765468
1.0,RESEARCH_PAPER,Do deep reinforcement learning agents model intentions?,"Tambet Matiisen, Aqeel Labash, Daniel Majoral, Jaan Aru, Raul Vicente",http://arxiv.org/abs/1805.06020v2,,,2018-05-15T20:15:05,2026-09-10T19:42:35.765497
1.0,RESEARCH_PAPER,Constructing Narrative Event Evolutionary Graph for Script Event Prediction,"Zhongyang Li, Xiao Ding, Ting Liu",http://arxiv.org/abs/1805.05081v2,,,2018-05-14T09:23:26,2026-09-10T19:42:35.765676
1.0,RESEARCH_PAPER,Optimized Computation Offloading Performance in Virtual Edge Computing Systems via Deep Reinforcement Learning,"Xianfu Chen, Honggang Zhang, Celimuge Wu, Shiwen Mao, Yusheng Ji, Mehdi Bennis",http://arxiv.org/abs/1805.06146v1,,,2018-05-16T06:21:02,2026-09-10T19:42:35.765746
1.0,RESEARCH_PAPER,A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations,"Weili Nie, Yang Zhang, Ankit Patel",http://arxiv.org/abs/1805.07039v4,,,2018-05-18T03:45:06,2026-09-10T19:42:35.765862
1.0,RESEARCH_PAPER,Text classification based on ensemble extreme learning machine,"Ming Li, Peilun Xiao, Ju Zhang",http://arxiv.org/abs/1805.06525v1,,,2018-05-10T06:10:46,2026-09-10T19:42:35.765937
1.0,RESEARCH_PAPER,Cross-Target Stance Classification with Self-Attention Networks,"Chang Xu, Cecile Paris, Surya Nepal, Ross Sparks",http://arxiv.org/abs/1805.06593v2,,,2018-05-17T03:39:23,2026-09-10T19:42:35.766000
1.0,RESEARCH_PAPER,A Formulation of Recursive Self-Improvement and Its Possible Efficiency,Wenyi Wang,http://arxiv.org/abs/1805.06610v1,,,2018-05-17T06:08:37,2026-09-10T19:42:35.766028
1.0,RESEARCH_PAPER,DeepLogic: Towards End-to-End Differentiable Logical Reasoning,"Nuri Cingillioglu, Alessandra Russo",http://arxiv.org/abs/1805.07433v3,,,2018-05-18T20:36:21,2026-09-10T19:42:35.766056
1.0,RESEARCH_PAPER,Deep Loopy Neural Network Model for Graph Structured Data Representation Learning,Jiawei Zhang,http://arxiv.org/abs/1805.07504v2,,,2018-05-19T03:33:20,2026-09-10T19:42:35.766086
1.0,RESEARCH_PAPER,FASK with Interventional Knowledge Recovers Edges from the Sachs Model,"Joseph Ramsey, Bryan Andrews",http://arxiv.org/abs/1805.03108v1,,,2018-05-06T15:49:04,2026-09-10T19:42:35.766114
1.0,RESEARCH_PAPER,"Motion Planning Among Dynamic, Decision-Making Agents with Deep Reinforcement Learning","Michael Everett, Yu Fan Chen, Jonathan P. How",http://arxiv.org/abs/1805.01956v1,,,2018-05-04T22:45:08,2026-09-10T19:42:35.766143
